date,new_cases,total_cases,new_deaths,total_deaths,new_tests,total_tests,cases_per_million,deaths_per_million,tests_per_million
2020-01-30,1.0,1.0,0,0,,,0.0007246353786042499,0.0,
2020-01-31,4.0,5.0,0,0,,,0.0036231768930212495,0.0,
2020-02-01,0.0,5.0,0,0,,,0.0036231768930212495,0.0,
2020-02-02,,,0,0,,,,0.0,
2020-02-03,1.0,6.0,0,0,,,0.004347812271625499,0.0,
2020-02-04,4.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-05,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-06,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-07,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-08,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-09,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-10,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-11,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-12,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-13,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-14,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-15,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-16,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-17,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-18,0.0,10.0,0,0,,,0.007246353786042499,0.0,
2020-02-19,0.0,10.0,0,0,,,0.007246353786042499,0.0,
