location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million
India,14-03-2022,42993494,2503,3739.857,515877,27,110.714,30337.503,1.766,2.639,364.018,0.019,0.078
India,15-03-2022,42996062,2568,3536.286,515974,97,109.143,30339.315,1.812,2.495,364.087,0.068,0.077
India,16-03-2022,42998938,2876,3293.571,516072,98,102.429,30341.345,2.029,2.324,364.156,0.069,0.072
India,17-03-2022,43001477,2539,3058.571,516132,60,96.143,30343.136,1.792,2.158,364.198,0.042,0.068
India,18-03-2022,43004005,2528,2820.571,516281,149,81,30344.92,1.784,1.99,364.303,0.105,0.057
India,19-03-2022,43006080,2075,2600.714,516352,71,78.429,30346.384,1.464,1.835,364.354,0.05,0.055
India,20-03-2022,43007841,1761,2407.143,516479,127,89.857,30347.627,1.243,1.699,364.443,0.09,0.063
India,21-03-2022,43009390,1549,2270.857,516510,31,90.429,30348.72,1.093,1.602,364.465,0.022,0.064
India,22-03-2022,43010971,1581,2129.857,516543,33,81.286,30349.835,1.116,1.503,364.488,0.023,0.057
India,23-03-2022,43012749,1778,1973,516605,62,76.143,30351.09,1.255,1.392,364.532,0.044,0.054
India,24-03-2022,43014687,1938,1887.143,516672,67,77.143,30352.458,1.368,1.332,364.579,0.047,0.054
India,25-03-2022,43016372,1685,1766.714,516755,83,67.714,30353.647,1.189,1.247,364.638,0.059,0.048
India,26-03-2022,43018032,1660,1707.429,520855,4100,643.286,30354.818,1.171,1.205,367.531,2.893,0.454
India,27-03-2022,43019453,1421,1658.857,521004,149,646.429,30355.821,1.003,1.171,367.636,0.105,0.456
India,28-03-2022,43020723,1270,1619,521035,31,646.429,30356.717,0.896,1.142,367.658,0.022,0.456
India,29-03-2022,43021982,1259,1573,521070,35,646.714,30357.605,0.888,1.11,367.683,0.025,0.456
India,30-03-2022,43023215,1233,1495.143,521101,31,642.286,30358.475,0.87,1.055,367.705,0.022,0.453
India,31-03-2022,43024440,1225,1393.286,521129,28,636.714,30359.34,0.864,0.983,367.724,0.02,0.449
India,01-04-2022,43025775,1335,1343.286,521181,52,632.286,30360.282,0.942,0.948,367.761,0.037,0.446
India,02-04-2022,43027035,1260,1286.143,521264,83,58.429,30361.171,0.889,0.908,367.82,0.059,0.041
India,03-04-2022,43028131,1096,1239.714,521345,81,48.714,30361.944,0.773,0.875,367.877,0.057,0.034
India,04-04-2022,43029044,913,1188.714,521358,13,46.143,30362.588,0.644,0.839,367.886,0.009,0.033
India,05-04-2022,43029839,795,1122.429,521416,58,49.429,30363.149,0.561,0.792,367.927,0.041,0.035
India,06-04-2022,43030925,1086,1101.429,521487,71,55.143,30363.916,0.766,0.777,367.977,0.05,0.039
India,07-04-2022,43031958,1033,1074,521530,43,57.286,30364.645,0.729,0.758,368.007,0.03,0.04
India,08-04-2022,43033067,1109,1041.714,521573,43,56,30365.427,0.783,0.735,368.038,0.03,0.04
India,09-04-2022,43034217,1150,1026,521656,83,56,30366.239,0.811,0.724,368.096,0.059,0.04
India,10-04-2022,43035271,1054,1020,521685,29,48.571,30366.982,0.744,0.72,368.117,0.02,0.034
India,11-04-2022,43036132,861,1012.571,521691,6,47.571,30367.59,0.608,0.715,368.121,0.004,0.034
India,12-04-2022,43036928,796,1012.714,521710,19,42,30368.151,0.562,0.715,368.134,0.013,0.03
India,13-04-2022,43038016,1088,1013,521736,26,35.571,30368.919,0.768,0.715,368.153,0.018,0.025
India,14-04-2022,43039023,1007,1009.286,521737,1,29.571,30369.63,0.711,0.712,368.153,0.001,0.021
India,15-04-2022,43039972,949,986.429,521743,6,24.286,30370.299,0.67,0.696,368.158,0.004,0.017
India,16-04-2022,43040947,975,961.429,521747,4,13,30370.987,0.688,0.678,368.16,0.003,0.009
India,17-04-2022,43042097,1150,975.143,521751,4,9.429,30371.799,0.811,0.688,368.163,0.003,0.007
India,18-04-2022,43044280,2183,1164,521965,214,39.143,30373.339,1.54,0.821,368.314,0.151,0.028
India,19-04-2022,43045527,1247,1228.429,521966,1,36.571,30374.219,0.88,0.867,368.315,0.001,0.026
India,20-04-2022,43047594,2067,1368.286,522006,40,38.571,30375.678,1.459,0.966,368.343,0.028,0.027
India,21-04-2022,43049974,2380,1564.429,522062,56,46.429,30377.357,1.679,1.104,368.383,0.04,0.033
India,22-04-2022,43052425,2451,1779,522116,54,53.286,30379.087,1.729,1.255,368.421,0.038,0.038
India,23-04-2022,43054952,2527,2000.714,522149,33,57.429,30380.87,1.783,1.412,368.444,0.023,0.041
India,24-04-2022,43057545,2593,2206.857,522193,44,63.143,30382.699,1.83,1.557,368.475,0.031,0.045
India,25-04-2022,43060086,2541,2258,522223,30,36.857,30384.492,1.793,1.593,368.496,0.021,0.026
India,26-04-2022,43062569,2483,2434.571,523622,1399,236.571,30386.245,1.752,1.718,369.483,0.987,0.167
India,27-04-2022,43065496,2927,2557.429,523654,32,235.429,30388.31,2.065,1.805,369.506,0.023,0.166
India,28-04-2022,43068799,3303,2689.286,523693,39,233,30390.641,2.331,1.898,369.534,0.028,0.164
India,29-04-2022,43072176,3377,2821.571,523753,60,233.857,30393.024,2.383,1.991,369.576,0.042,0.165
India,30-04-2022,43075864,3688,2987.429,523803,50,236.286,30395.626,2.602,2.108,369.611,0.035,0.167
India,01-05-2022,43079188,3324,3091.857,523843,40,235.714,30397.971,2.346,2.182,369.639,0.028,0.166
India,02-05-2022,43082345,3157,3179.857,523869,26,235.143,30400.199,2.228,2.244,369.658,0.018,0.166
India,03-05-2022,43084913,2568,3192,523889,20,38.143,30402.011,1.812,2.252,369.672,0.014,0.027
India,04-05-2022,43088118,3205,3231.714,523920,31,38,30404.273,2.262,2.28,369.694,0.022,0.027
India,05-05-2022,43091393,3275,3227.714,523975,55,40.286,30406.584,2.311,2.278,369.733,0.039,0.028
India,06-05-2022,43094938,3545,3251.714,524002,27,35.571,30409.085,2.501,2.295,369.752,0.019,0.025
India,07-05-2022,43098743,3805,3268.429,524024,22,31.571,30411.77,2.685,2.306,369.767,0.016,0.022
India,08-05-2022,43102194,3451,3286.571,524064,40,31.571,30414.205,2.435,2.319,369.795,0.028,0.022
India,09-05-2022,43105401,3207,3293.714,524093,29,32,30416.468,2.263,2.324,369.816,0.02,0.023
India,10-05-2022,43107689,2288,3253.714,524103,10,30.571,30418.083,1.614,2.296,369.823,0.007,0.022
India,11-05-2022,43110586,2897,3209.714,524157,54,33.857,30420.127,2.044,2.265,369.861,0.038,0.024
India,12-05-2022,43113413,2827,3145.714,524181,24,29.429,30422.122,1.995,2.22,369.878,0.017,0.021
India,13-05-2022,43116254,2841,3045.143,524190,9,26.857,30424.126,2.005,2.149,369.884,0.006,0.019
India,14-05-2022,43119112,2858,2909.857,524201,11,25.286,30426.143,2.017,2.053,369.892,0.008,0.018
India,15-05-2022,43121599,2487,2772.143,524214,13,21.429,30427.898,1.755,1.956,369.901,0.009,0.015
India,16-05-2022,43123801,2202,2628.571,524241,27,21.143,30429.452,1.554,1.855,369.92,0.019,0.015
India,17-05-2022,43125370,1569,2525.857,524260,19,22.429,30430.559,1.107,1.782,369.934,0.013,0.016
India,18-05-2022,43127199,1829,2373.286,524293,33,19.429,30431.849,1.291,1.675,369.957,0.023,0.014
India,19-05-2022,43129563,2364,2307.143,524303,10,17.429,30433.518,1.668,1.628,369.964,0.007,0.012
India,20-05-2022,43131822,2259,2224,524323,20,19,30435.112,1.594,1.569,369.978,0.014,0.013
India,21-05-2022,43134145,2323,2147.571,524348,25,21,30436.751,1.639,1.515,369.996,0.018,0.015
India,22-05-2022,43136371,2226,2110.286,524413,65,28.429,30438.321,1.571,1.489,370.042,0.046,0.02
India,23-05-2022,43138393,2022,2084.571,524459,46,31.143,30439.748,1.427,1.471,370.074,0.032,0.022
India,24-05-2022,43140068,1675,2099.714,524490,31,32.857,30440.93,1.182,1.482,370.096,0.022,0.023
India,25-05-2022,43142192,2124,2141.857,524507,17,30.571,30442.429,1.499,1.511,370.108,0.012,0.022
India,26-05-2022,43144820,2628,2179.571,524525,18,31.714,30444.283,1.854,1.538,370.121,0.013,0.022
India,27-05-2022,43147530,2710,2244,524539,14,30.857,30446.196,1.912,1.583,370.131,0.01,0.022
India,28-05-2022,43150215,2685,2295.714,524572,33,32,30448.09,1.895,1.62,370.154,0.023,0.023
India,29-05-2022,43153043,2828,2381.714,524586,14,24.714,30450.086,1.996,1.681,370.164,0.01,0.017
India,30-05-2022,43155749,2706,2479.429,524611,25,21.714,30451.995,1.909,1.75,370.181,0.018,0.015
India,31-05-2022,43158087,2338,2574.143,524630,19,20,30453.645,1.65,1.816,370.195,0.013,0.014
India,01-06-2022,43160832,2745,2662.857,524636,6,18.429,30455.582,1.937,1.879,370.199,0.004,0.013
India,02-06-2022,43164544,3712,2817.714,524641,5,16.571,30458.201,2.619,1.988,370.202,0.004,0.012
India,03-06-2022,43168585,4041,3007.857,524651,10,16,30461.053,2.851,2.122,370.21,0.007,0.011
India,04-06-2022,43172547,3962,3190.286,524677,26,15,30463.848,2.796,2.251,370.228,0.018,0.011
India,05-06-2022,43176817,4270,3396.286,524692,15,15.143,30466.861,3.013,2.397,370.238,0.011,0.011
India,06-06-2022,43181335,4518,3655.143,524701,9,12.857,30470.049,3.188,2.579,370.245,0.006,0.009
India,07-06-2022,43185049,3714,3851.714,524708,7,11.143,30472.67,2.621,2.718,370.25,0.005,0.008
India,08-06-2022,43190282,5233,4207.143,524715,7,11.286,30476.363,3.693,2.969,370.255,0.005,0.008
India,09-06-2022,43197522,7240,4711.143,524723,8,11.714,30481.471,5.109,3.324,370.26,0.006,0.008
India,10-06-2022,43205106,7584,5217.286,524747,24,13.714,30486.823,5.351,3.681,370.277,0.017,0.01
India,11-06-2022,43213435,8329,5841.143,524757,10,11.429,30492.7,5.877,4.122,370.284,0.007,0.008
India,12-06-2022,43222017,8582,6457.143,524761,4,9.857,30498.756,6.056,4.556,370.287,0.003,0.007
India,13-06-2022,43230101,8084,6966.571,524771,10,10,30504.46,5.704,4.916,370.294,0.007,0.007
India,14-06-2022,43236695,6594,7378,524777,6,9.857,30509.113,4.653,5.206,370.298,0.004,0.007
India,15-06-2022,43245517,8822,7890.714,524792,15,11,30515.338,6.225,5.568,370.309,0.011,0.008
India,16-06-2022,43257730,12213,8601.143,524803,11,11.429,30523.956,8.618,6.069,370.317,0.008,0.008
India,17-06-2022,43270577,12847,9353,524817,14,10,30533.021,9.065,6.6,370.327,0.01,0.007
India,18-06-2022,43283793,13216,10051.143,524840,23,11.857,30542.347,9.326,7.092,370.343,0.016,0.008
India,19-06-2022,43296692,12899,10667.857,524855,15,13.429,30551.449,9.102,7.528,370.353,0.011,0.009
India,20-06-2022,43309473,12781,11338.857,524873,18,14.571,30560.467,9.019,8.001,370.366,0.013,0.01
India,21-06-2022,43319396,9923,11814.429,524890,17,16.143,30567.469,7.002,8.337,370.378,0.012,0.011
India,22-06-2022,43331645,12249,12304,524903,13,15.857,30576.113,8.643,8.682,370.387,0.009,0.011
India,23-06-2022,43344958,13313,12461.143,524941,38,19.714,30585.507,9.394,8.793,370.414,0.027,0.014
India,24-06-2022,43362294,17336,13102.429,524954,13,19.571,30597.74,12.233,9.245,370.423,0.009,0.014
India,25-06-2022,43378234,15940,13491.571,524974,20,19.143,30608.987,11.248,9.52,370.437,0.014,0.014
India,26-06-2022,43389973,11739,13325.857,524999,25,20.571,30617.271,8.283,9.403,370.455,0.018,0.015
India,27-06-2022,43407046,17073,13939,525020,21,21,30629.318,12.047,9.836,370.47,0.015,0.015
India,28-06-2022,43418839,11793,14206.143,525047,27,22.429,30637.639,8.321,10.024,370.489,0.019,0.016
India,29-06-2022,43433345,14506,14528.571,525077,30,24.857,30647.875,10.236,10.252,370.51,0.021,0.018
India,30-06-2022,43452164,18819,15315.143,525116,39,25,30661.155,13.279,10.807,370.538,0.028,0.018
India,01-07-2022,43469234,17070,15277.143,525139,23,26.429,30673.2,12.045,10.78,370.554,0.016,0.019
India,02-07-2022,43486326,17092,15441.714,525168,29,27.714,30685.26,12.061,10.896,370.574,0.02,0.02
India,03-07-2022,43502429,16103,16065.143,525199,31,28.571,30696.623,11.363,11.336,370.596,0.022,0.02
India,04-07-2022,43518564,16135,15931.143,525223,24,29,30708.008,11.385,11.241,370.613,0.017,0.02
India,05-07-2022,43531650,13086,16115.857,525242,19,27.857,30717.242,9.234,11.372,370.627,0.013,0.02
India,06-07-2022,43547809,16159,16352,525270,28,27.571,30728.645,11.402,11.538,370.646,0.02,0.019
India,07-07-2022,43566739,18930,16367.857,525305,35,27,30742.002,13.358,11.55,370.671,0.025,0.019
India,08-07-2022,43585554,18815,16617.143,525343,38,29.143,30755.279,13.276,11.726,370.698,0.027,0.021
India,09-07-2022,43604394,18840,16866.857,525386,43,31.143,30768.573,13.294,11.902,370.728,0.03,0.022
India,10-07-2022,43622651,18257,17174.571,525428,42,32.714,30781.455,12.883,12.119,370.758,0.03,0.023
India,11-07-2022,43639329,16678,17252.143,525454,26,33,30793.224,11.768,12.174,370.776,0.018,0.023
India,12-07-2022,43652944,13615,17327.714,525474,20,33.143,30802.831,9.607,12.227,370.79,0.014,0.023
India,13-07-2022,43669850,16906,17434.429,525519,45,35.571,30814.76,11.929,12.302,370.822,0.032,0.025
India,14-07-2022,43689989,20139,17607.143,525557,38,36,30828.971,14.211,12.424,370.849,0.027,0.025
India,15-07-2022,43710027,20038,17781.857,525604,47,37.286,30843.11,14.139,12.547,370.882,0.033,0.026
India,16-07-2022,43730071,20044,17953.857,525660,56,39.143,30857.254,14.144,12.669,370.922,0.04,0.028
India,17-07-2022,43750599,20528,18278.286,525709,49,40.143,30871.739,14.485,12.898,370.956,0.035,0.028
India,18-07-2022,43767534,16935,18315,525760,51,43.714,30883.689,11.95,12.924,370.992,0.036,0.031
India,19-07-2022,43783062,15528,18588.286,525785,25,44.429,30894.646,10.957,13.116,371.01,0.018,0.031
India,20-07-2022,43803619,20557,19109.857,525825,40,43.714,30909.152,14.506,13.484,371.038,0.028,0.031
India,21-07-2022,43825185,21566,19313.714,525870,45,44.714,30924.369,15.218,13.628,371.07,0.032,0.032
India,22-07-2022,43847065,21880,19576.857,525930,60,46.571,30939.809,15.439,13.814,371.112,0.042,0.033
India,23-07-2022,43868476,21411,19772.143,525997,67,48.143,30954.917,15.108,13.952,371.159,0.047,0.034
India,24-07-2022,43888755,20279,19736.571,526033,36,46.286,30969.226,14.309,13.927,371.185,0.025,0.033
India,25-07-2022,43905621,16866,19726.714,526074,41,44.857,30981.127,11.901,13.92,371.214,0.029,0.032
India,26-07-2022,43920451,14830,19627,526110,36,46.429,30991.592,10.464,13.849,371.239,0.025,0.033
India,27-07-2022,43938764,18313,19306.429,526167,57,48.857,31004.514,12.922,13.623,371.279,0.04,0.034
India,28-07-2022,43959321,20557,19162.286,526212,45,48.857,31019.02,14.506,13.521,371.311,0.032,0.034
India,29-07-2022,43979730,20409,18952.143,526258,46,46.857,31033.421,14.401,13.373,371.343,0.032,0.033
India,30-07-2022,44000138,20408,18808.857,526312,54,45,31047.821,14.4,13.272,371.382,0.038,0.032
India,31-07-2022,44019811,19673,18722.286,526357,45,46.286,31061.703,13.882,13.211,371.413,0.032,0.033
India,01-08-2022,44036275,16464,18664.857,526396,39,46,31073.321,11.617,13.17,371.441,0.028,0.032
India,02-08-2022,44050009,13734,18508.286,526430,34,45.714,31083.012,9.691,13.06,371.465,0.024,0.032
India,03-08-2022,44067144,17135,18340,526477,47,44.286,31095.103,12.091,12.941,371.498,0.033,0.031
India,04-08-2022,44087037,19893,18245.143,526530,53,45.429,31109.14,14.037,12.874,371.535,0.037,0.032
India,05-08-2022,44107588,20551,18265.429,526600,70,48.857,31123.641,14.501,12.889,371.585,0.049,0.034
India,06-08-2022,44126994,19406,18122.286,526649,49,48.143,31137.335,13.693,12.788,371.619,0.035,0.034
India,07-08-2022,44145732,18738,17988.714,526689,40,47.429,31150.557,13.222,12.693,371.648,0.028,0.033
India,08-08-2022,44161899,16167,17946.286,526730,41,47.714,31161.965,11.408,12.663,371.677,0.029,0.034
India,09-08-2022,44174650,12751,17805.857,526772,42,48.857,31170.962,8.997,12.564,371.706,0.03,0.034
India,10-08-2022,44190697,16047,17650.429,526826,54,49.857,31182.286,11.323,12.455,371.744,0.038,0.035
India,11-08-2022,44206996,16299,17137,526879,53,49.857,31193.787,11.501,12.092,371.782,0.037,0.035
India,12-08-2022,44223557,16561,16567,526928,49,46.857,31205.473,11.686,11.69,371.816,0.035,0.033
India,13-08-2022,44239372,15815,16054,526996,68,49.571,31216.632,11.16,11.328,371.864,0.048,0.035
India,14-08-2022,44253464,14092,15390.286,527037,41,49.714,31226.576,9.944,10.86,371.893,0.029,0.035
India,15-08-2022,44268381,14917,15211.714,527069,32,48.429,31237.102,10.526,10.734,371.916,0.023,0.034
India,16-08-2022,44277194,8813,14649.143,527098,29,46.571,31243.321,6.219,10.337,371.936,0.02,0.033
India,17-08-2022,44286256,9062,13651.286,527134,36,44,31249.715,6.394,9.633,371.962,0.025,0.031
India,18-08-2022,44298864,12608,13124,527206,72,46.714,31258.612,8.897,9.261,372.012,0.051,0.033
India,19-08-2022,44314618,15754,13008.714,527253,47,46.429,31269.728,11.116,9.179,372.046,0.033,0.033
India,20-08-2022,44327890,13272,12645.429,527289,36,41.857,31279.093,9.365,8.923,372.071,0.025,0.03
India,21-08-2022,44339429,11539,12280.714,527332,43,42.143,31287.235,8.142,8.666,372.101,0.03,0.03
India,22-08-2022,44348960,9531,11511.286,527368,36,42.714,31293.961,6.725,8.123,372.127,0.025,0.03
India,23-08-2022,44357546,8586,11478.857,527416,48,45.429,31300.019,6.059,8.1,372.161,0.034,0.032
India,24-08-2022,44368195,10649,11705.571,527452,36,45.429,31307.534,7.514,8.26,372.186,0.025,0.032
India,25-08-2022,44378920,10725,11436.571,527488,36,40.286,31315.101,7.568,8.07,372.211,0.025,0.028
India,26-08-2022,44389176,10256,10651.143,527556,68,43.286,31322.338,7.237,7.516,372.259,0.048,0.031
India,27-08-2022,44398696,9520,10115.143,527597,41,44,31329.056,6.718,7.138,372.288,0.029,0.031
India,28-08-2022,44408132,9436,9814.714,527754,157,60.286,31335.714,6.658,6.926,372.399,0.111,0.043
India,29-08-2022,44415723,7591,9537.571,527799,45,61.571,31341.071,5.356,6.73,372.431,0.032,0.043
India,30-08-2022,44421162,5439,9088,527829,30,59,31344.909,3.838,6.413,372.452,0.021,0.042
India,31-08-2022,44428393,7231,8599.714,527874,45,60.286,31350.011,5.102,6.068,372.484,0.032,0.043
India,01-09-2022,44436339,7946,8202.714,527911,37,60.429,31355.618,5.607,5.788,372.51,0.026,0.043
India,02-09-2022,44442507,6168,7618.714,527932,21,53.714,31359.97,4.352,5.376,372.525,0.015,0.038
India,03-09-2022,44449718,7211,7288.857,527957,25,51.429,31365.059,5.088,5.143,372.542,0.018,0.036
India,04-09-2022,44456535,6817,6914.714,527991,34,33.857,31369.869,4.81,4.879,372.566,0.024,0.024
India,05-09-2022,44462445,5910,6674.571,528007,16,29.714,31374.039,4.17,4.71,372.578,0.011,0.021
India,06-09-2022,44466862,4417,6528.571,528030,23,28.714,31377.156,3.117,4.607,372.594,0.016,0.02
India,07-09-2022,44472241,5379,6264,528057,27,26.143,31380.952,3.796,4.42,372.613,0.019,0.018
India,08-09-2022,44478636,6395,6042.429,528090,33,25.571,31385.464,4.513,4.264,372.636,0.023,0.018
India,09-09-2022,44484729,6093,6031.714,528121,31,27,31389.763,4.299,4.256,372.658,0.022,0.019
India,10-09-2022,44490283,5554,5795,528139,18,26,31393.683,3.919,4.089,372.671,0.013,0.018
India,11-09-2022,44495359,5076,5546.286,528150,11,22.714,31397.264,3.582,3.914,372.679,0.008,0.016
India,12-09-2022,44500580,5221,5447.857,528165,15,22.571,31400.948,3.684,3.844,372.689,0.011,0.016
India,13-09-2022,44504949,4369,5441,528185,20,22.143,31404.031,3.083,3.839,372.703,0.014,0.016
India,14-09-2022,44510057,5108,5402.286,528216,31,22.714,31407.636,3.604,3.812,372.725,0.022,0.016
India,15-09-2022,44516479,6422,5406.143,528250,34,22.857,31412.167,4.532,3.815,372.749,0.024,0.016
India,16-09-2022,44522777,6298,5435.429,528273,23,21.714,31416.611,4.444,3.835,372.765,0.016,0.015
India,17-09-2022,44528524,5747,5463,528302,29,23.286,31420.667,4.055,3.855,372.786,0.02,0.016
India,18-09-2022,44534188,5664,5547,528337,35,26.714,31424.663,3.997,3.914,372.81,0.025,0.019
India,19-09-2022,44539046,4858,5495.143,528355,18,27.143,31428.091,3.428,3.878,372.823,0.013,0.019
India,20-09-2022,44543089,4043,5448.571,528370,15,26.429,31430.944,2.853,3.845,372.834,0.011,0.019
India,21-09-2022,44547599,4510,5363.143,528403,33,26.714,31434.126,3.182,3.784,372.857,0.023,0.019
India,22-09-2022,44553042,5443,5223.286,528429,26,25.571,31437.967,3.841,3.686,372.875,0.018,0.018
India,23-09-2022,44558425,5383,5092.571,528449,20,25.143,31441.766,3.798,3.593,372.89,0.014,0.018
India,24-09-2022,44563337,4912,4973.286,528487,38,26.429,31445.232,3.466,3.509,372.916,0.027,0.019
India,25-09-2022,44568114,4777,4846.571,528510,23,24.714,31448.602,3.371,3.42,372.933,0.016,0.017
India,26-09-2022,44572243,4129,4742.429,528530,20,25,31451.516,2.914,3.346,372.947,0.014,0.018
India,27-09-2022,44575473,3230,4626.286,528562,32,27.429,31453.795,2.279,3.264,372.969,0.023,0.019
India,28-09-2022,44579088,3615,4498.429,528584,22,25.857,31456.346,2.551,3.174,372.985,0.016,0.018
India,29-09-2022,44583360,4272,4331.143,528611,27,26,31459.36,3.014,3.056,373.004,0.019,0.018
India,30-09-2022,44587307,3947,4126,528629,18,25.714,31462.146,2.785,2.911,373.017,0.013,0.018
India,01-10-2022,44591112,3805,3967.857,528655,26,24,31464.83,2.685,2.8,373.035,0.018,0.017
India,02-10-2022,44594487,3375,3767.571,528673,18,23.286,31467.212,2.382,2.659,373.048,0.013,0.016
India,03-10-2022,44597498,3011,3607.857,528701,28,24.429,31469.337,2.125,2.546,373.067,0.02,0.017
India,04-10-2022,44599466,1968,3427.571,528716,15,22,31470.725,1.389,2.419,373.078,0.011,0.016
India,05-10-2022,44601934,2468,3263.714,528733,17,21.286,31472.467,1.741,2.303,373.09,0.012,0.015
India,06-10-2022,44604463,2529,3014.714,528745,12,19.143,31474.251,1.785,2.127,373.098,0.008,0.014
India,07-10-2022,44606460,1997,2736.143,528754,9,17.857,31475.661,1.409,1.931,373.105,0.006,0.013
India,08-10-2022,44609257,2797,2592.143,528778,24,17.571,31477.634,1.974,1.829,373.122,0.017,0.012
India,09-10-2022,44612013,2756,2503.714,528799,21,18,31479.579,1.945,1.767,373.136,0.015,0.013
India,10-10-2022,44614437,2424,2419.857,528814,15,16.143,31481.289,1.71,1.708,373.147,0.011,0.011
India,11-10-2022,44616394,1957,2418.286,528822,8,15.143,31482.67,1.381,1.706,373.153,0.006,0.011
India,12-10-2022,44618533,2139,2371.286,528835,13,14.571,31484.18,1.509,1.673,373.162,0.009,0.01
India,13-10-2022,44621319,2786,2408,528847,12,14.571,31486.145,1.966,1.699,373.17,0.008,0.01
India,14-10-2022,44623997,2678,2505.286,528857,10,14.714,31488.035,1.89,1.768,373.177,0.007,0.01
India,15-10-2022,44626427,2430,2452.857,528874,17,13.714,31489.75,1.715,1.731,373.189,0.012,0.01
India,16-10-2022,44628828,2401,2402.143,528895,21,13.714,31491.444,1.694,1.695,373.204,0.015,0.01
India,17-10-2022,44630888,2060,2350.143,528905,10,13,31492.898,1.454,1.658,373.211,0.007,0.009
India,18-10-2022,44632430,1542,2290.857,528913,8,13,31493.986,1.088,1.616,373.217,0.006,0.009
India,19-10-2022,44634376,1946,2263.286,528923,10,12.571,31495.359,1.373,1.597,373.224,0.007,0.009
India,20-10-2022,44636517,2141,2171.143,528943,20,13.714,31496.87,1.511,1.532,373.238,0.014,0.01
India,21-10-2022,44638636,2119,2091.286,528953,10,13.714,31498.365,1.495,1.476,373.245,0.007,0.01
India,22-10-2022,44640748,2112,2045.857,528957,4,11.857,31499.855,1.49,1.444,373.248,0.003,0.008
India,23-10-2022,44642742,1994,1987.714,528961,4,9.429,31501.262,1.407,1.403,373.251,0.003,0.007
India,24-10-2022,44644076,1334,1884,528977,16,10.286,31502.203,0.941,1.329,373.262,0.011,0.007
India,25-10-2022,44644938,862,1786.857,528980,3,9.571,31502.812,0.608,1.261,373.264,0.002,0.007
India,26-10-2022,44645768,830,1627.429,528981,1,8.286,31503.397,0.586,1.148,373.265,0.001,0.006
India,27-10-2022,44646880,1112,1480.429,528987,6,6.286,31504.182,0.785,1.045,373.269,0.004,0.004
India,28-10-2022,44649088,2208,1493.143,528999,12,6.571,31505.74,1.558,1.054,373.278,0.008,0.005
India,29-10-2022,44650662,1574,1416.286,529008,9,7.286,31506.851,1.111,0.999,373.284,0.006,0.005
India,30-10-2022,44652266,1604,1360.571,529016,8,7.857,31507.983,1.132,0.96,373.29,0.006,0.006
India,31-10-2022,44653592,1326,1359.429,529024,8,6.714,31508.918,0.936,0.959,373.295,0.006,0.005
India,01-11-2022,44654638,1046,1385.714,529077,53,13.857,31509.656,0.738,0.978,373.333,0.037,0.01
India,02-11-2022,44655828,1190,1437.143,530452,1375,210.143,31510.496,0.84,1.014,374.303,0.97,0.148
India,03-11-2022,44657149,1321,1467,530461,9,210.571,31511.428,0.932,1.035,374.309,0.006,0.149
India,04-11-2022,44658365,1216,1325.286,530479,18,211.429,31512.286,0.858,0.935,374.322,0.013,0.149
India,05-11-2022,44659447,1082,1255,530486,7,211.143,31513.05,0.763,0.886,374.327,0.005,0.149
India,06-11-2022,44660579,1132,1187.571,530500,14,212,31513.848,0.799,0.838,374.337,0.01,0.15
India,07-11-2022,44661516,937,1132,530509,9,212.143,31514.51,0.661,0.799,374.343,0.006,0.15
India,08-11-2022,44662141,625,1071.857,530509,0,204.571,31514.951,0.441,0.756,374.343,0,0.144
India,09-11-2022,44662952,811,1017.714,530511,2,8.429,31515.523,0.572,0.718,374.345,0.001,0.006
India,10-11-2022,44663968,1016,974.143,530514,3,7.571,31516.24,0.717,0.687,374.347,0.002,0.005
India,11-11-2022,44664810,842,920.714,530520,6,5.857,31516.834,0.594,0.65,374.351,0.004,0.004
India,12-11-2022,44665643,833,885.143,530528,8,6,31517.422,0.588,0.625,374.357,0.006,0.004
India,13-11-2022,44666377,734,828.286,530531,3,4.429,31517.94,0.518,0.584,374.359,0.002,0.003
India,14-11-2022,44666924,547,772.571,530532,1,3.286,31518.326,0.386,0.545,374.359,0.001,0.002
India,15-11-2022,44666175,,,530533,1,3.429,31517.797,,,374.36,0.001,0.002
India,16-11-2022,44666676,501,639,530535,2,3.429,31518.151,0.354,0.451,374.361,0.001,0.002
India,17-11-2022,44667311,635,584.571,530546,11,4.571,31518.599,0.448,0.412,374.369,0.008,0.003
India,18-11-2022,44667967,656,558,530553,7,4.714,31519.062,0.463,0.394,374.374,0.005,0.003
India,19-11-2022,44668523,556,518.429,530570,17,6,31519.454,0.392,0.366,374.386,0.012,0.004
India,20-11-2022,44669015,492,483.857,530574,4,6.143,31519.801,0.347,0.341,374.389,0.003,0.004
India,21-11-2022,44669421,406,463.714,530586,12,7.714,31520.088,0.286,0.327,374.397,0.008,0.005
India,22-11-2022,44669715,294,505.714,530591,5,8.286,31520.295,0.207,0.357,374.401,0.004,0.006
India,23-11-2022,44670075,360,485.571,530596,5,8.714,31520.549,0.254,0.343,374.405,0.004,0.006
India,24-11-2022,44670483,408,453.143,530601,5,7.857,31520.837,0.288,0.32,374.408,0.004,0.006
